id_meta,n,d,area,type_synthesis
cohen_1993,372,-0.4510508024576013,o,ma
cohen_1993,210,-0.3241763593892431,o,ma
cohen_1993,140,-0.4082482904638631,o,ma
cohen_1993,112,-0.5608290087036863,o,ma
cohen_1993,255,-1.217561555056202,o,ma
cohen_1993,228,-1.4239829868066851,o,ma
cohen_1993,138,-0.4944513860581975,o,ma
cohen_1993,312,-0.26222524504216305,o,ma
cohen_1993,445,-0.20100756305184242,o,ma
cohen_1993,1033,-0.1807334587819829,o,ma
cohen_1993,73,-0.20100756305184242,o,ma
cohen_1993,112,-0.3241763593892431,o,ma
cohen_1993,158,-0.09009126363005172,o,ma
cohen_1993,253,-0.6755205294731985,o,ma
cohen_1993,285,-0.4944513860581975,o,ma
cohen_1993,569,-0.38705047652302255,o,ma
cohen_1993,97,-0.7472647177570733,o,ma
cohen_1993,82,-0.20100756305184242,o,ma
cohen_1993,160,-0.38705047652302255,o,ma
cohen_1993,217,-0.472672040177118,o,ma
cohen_1993,99,-0.20100756305184242,o,ma
cohen_1993,32,-0.9255952497146459,o,ma
cohen_1993,60,-0.8470758203687988,o,ma
cohen_1993,382,-0.3450221204771904,o,ma
cohen_1993,78,-0.1807334587819829,o,ma
cohen_1993,212,-0.3659776557130101,o,ma
cohen_1993,391,-0.4295790167172091,o,ma
costanza_2012,233,-0.27,o,ma
costanza_2012,405,0,o,ma
costanza_2012,100,-0.1,o,ma
costanza_2012,382,-0.12,o,ma
costanza_2012,2296,0.09,o,ma
costanza_2012,5742,0.01,o,ma
costanza_2012,366,-0.29,o,ma
costanza_2012,207,0.14,o,ma
costanza_2012,335,0.22,o,ma
costanza_2012,883,0.09,o,ma
costanza_2012,109,-0.02,o,ma
costanza_2012,124,-0.04,o,ma
de_wit_2012,35,-0.38705047652302255,o,ma
de_wit_2012,48,-0.1807334587819829,o,ma
de_wit_2012,44,-0.4295790167172091,o,ma
de_wit_2012,51,-0.8470758203687988,o,ma
de_wit_2012,62,0.02000100007500625,o,ma
de_wit_2012,28,0.30343304245450414,o,ma
de_wit_2012,44,0.20100756305184242,o,ma
de_wit_2012,196,-0.10012523486435178,o,ma
de_wit_2012,33,0.5833333333333334,o,ma
de_wit_2012,14,-0.10012523486435178,o,ma
de_wit_2012,62,-0.9799578870122228,o,ma
de_wit_2012,84,0.5608290087036863,o,ma
de_wit_2012,45,-0.9525614565086916,o,ma
de_wit_2012,174,-0.02000100007500625,o,ma
de_wit_2012,96,-0.3450221204771904,o,ma
de_wit_2012,21,0.02000100007500625,o,ma
de_wit_2012,29,0.3659776557130101,o,ma
de_wit_2012,21,-0.4082482904638631,o,ma
de_wit_2012,32,-0.9255952497146459,o,ma
de_wit_2012,109,0.4944513860581975,o,ma
de_wit_2012,108,0.1403442656943099,o,ma
de_wit_2012,256,0.38705047652302255,o,ma
de_wit_2012,70,0.5608290087036863,o,ma
de_wit_2012,200,0.38705047652302255,o,ma
de_wit_2012,71,0.38705047652302255,o,ma
de_wit_2012,72,-0.04000800240080028,o,ma
de_wit_2012,36,0.4510508024576013,o,ma
de_wit_2012,68,0.472672040177118,o,ma
de_wit_2012,28,-0.08006407690254357,o,ma
de_wit_2012,35,-0.472672040177118,o,ma
de_wit_2012,102,-0.5608290087036863,o,ma
de_wit_2012,88,0.82163362512238,o,ma
de_wit_2012,38,-0.6755205294731985,o,ma
de_wit_2012,88,-0.2213432019235216,o,ma
de_wit_2012,53,-0.12021658495512914,o,ma
de_wit_2012,51,-0.3241763593892431,o,ma
de_wit_2012,92,-0.6060437322090948,o,ma
de_wit_2012,108,-0.1605144707810256,o,ma
de_wit_2012,40,-0.8470758203687988,o,ma
de_wit_2012,26,-0.2213432019235216,o,ma
de_wit_2012,119,0.06002701823867952,o,ma
de_wit_2012,31,-0.796528209922106,o,ma
de_wit_2012,79,-0.4510508024576013,o,ma
de_wit_2012,121,0.2213432019235216,o,ma
de_wit_2012,71,-0.652125970874945,o,ma
de_wit_2012,16,1.4999999999999998,o,ma
de_wit_2012,44,-0.3659776557130101,o,ma
de_wit_2012,123,-0.28278500713637195,o,ma
de_wit_2012,43,-0.8990385001692824,o,ma
de_wit_2012,73,-0.06002701823867952,o,ma
de_wit_2012,60,0.9799578870122228,o,ma
de_wit_2012,66,-0.06002701823867952,o,ma
de_wit_2012,236,0.7717436331412897,o,ma
de_wit_2012,301,0.10012523486435178,o,ma
de_wit_2012,43,-1.0943058062101276,o,ma
de_wit_2012,24,-0.8990385001692824,o,ma
de_wit_2012,38,-0.8728715609439696,o,ma
de_wit_2012,41,-1.1242110596527732,o,ma
de_wit_2012,50,-0.2213432019235216,o,ma
de_wit_2012,21,-0.26222524504216305,o,ma
de_wit_2012,136,0.3241763593892431,o,ma
de_wit_2012,35,-0.4944513860581975,o,ma
de_wit_2012,109,1.4239829868066851,o,ma
de_wit_2012,196,0.4082482904638631,o,ma
de_wit_2012,47,-0.1605144707810256,o,ma
de_wit_2012,57,-0.3659776557130101,o,ma
de_wit_2012,45,0.10012523486435178,o,ma
de_wit_2012,67,-0.10012523486435178,o,ma
de_wit_2012,83,-0.02000100007500625,o,ma
de_wit_2012,80,-0.7472647177570733,o,ma
de_wit_2012,27,-0.7472647177570733,o,ma
de_wit_2012,38,-0.472672040177118,o,ma
de_wit_2012,27,-1.8548520670059356,o,ma
de_wit_2012,67,-0.628970902033151,o,ma
de_wit_2012,49,-0.4082482904638631,o,ma
de_wit_2012,17,-0.82163362512238,o,ma
de_wit_2012,65,-0.8470758203687988,o,ma
de_wit_2012,30,0,o,ma
de_wit_2012,57,0.1403442656943099,o,ma
de_wit_2012,21,0.3659776557130101,o,ma
de_wit_2012,48,0.1605144707810256,o,ma
de_wit_2012,144,0.1807334587819829,o,ma
de_wit_2012,79,-0.6060437322090948,o,ma
de_wit_2012,186,0.1807334587819829,o,ma
de_wit_2012,84,-0.5163977794943222,o,ma
de_wit_2012,16,-0.4295790167172091,o,ma
de_wit_2012,76,-0.8990385001692824,o,ma
de_wit_2012,23,-0.628970902033151,o,ma
de_wit_2012,212,0.02000100007500625,o,ma
de_wit_2012,21,0.9799578870122228,o,ma
de_wit_2012,8,0.3450221204771904,o,ma
de_wit_2012,88,-0.04000800240080028,o,ma
de_wit_2012,101,-0.24174688920761409,o,ma
de_wit_2012,103,0.20100756305184242,o,ma
de_wit_2012,301,0,o,ma
donovan_1998,52,0.13295782128879896,o,ma
donovan_1998,140,0.685035577920417,o,ma
donovan_1998,107,0.16792076009743975,o,ma
donovan_1998,120,0.5052911526399114,o,ma
donovan_1998,120,0,o,ma
donovan_1998,134,0.02000100007500625,o,ma
donovan_1998,134,0.3659776557130101,o,ma
donovan_1998,134,0.5385204638677067,o,ma
donovan_1998,136,0.10406362930991746,o,ma
donovan_1998,136,0.12674485010489556,o,ma
donovan_1998,125,1.2636272720814496,o,ma
donovan_1998,125,0.4669844205260226,o,ma
donovan_1998,100,0.6677772232696697,o,ma
donovan_1998,100,0.2760895058952154,o,ma
donovan_1998,100,1.2209563406297912,o,ma
donovan_1998,100,0.719181415587372,o,ma
donovan_1998,71,0.08253229480309687,o,ma
donovan_1998,219,0,o,ma
donovan_1998,83,0.20100756305184242,o,ma
donovan_1998,83,0.4082482904638631,o,ma
donovan_1998,41,0,o,ma
driskell_1992,87,0.84,o,ma
driskell_1992,156,1.15,o,ma
driskell_1992,56,0.62,o,ma
driskell_1992,30,-0.02,o,ma
driskell_1992,30,-0.07,o,ma
driskell_1992,30,-0.09,o,ma
driskell_1992,30,0.57,o,ma
driskell_1992,30,-0.28,o,ma
driskell_1992,30,0.28,o,ma
driskell_1992,30,0.15,o,ma
driskell_1992,30,0.26,o,ma
driskell_1992,30,0.4,o,ma
driskell_1992,30,0.39,o,ma
driskell_1992,30,-0.12,o,ma
driskell_1992,30,0.19,o,ma
driskell_1992,216,1.44,o,ma
driskell_1992,18,2.98,o,ma
driskell_1992,18,4.82,o,ma
driskell_1992,18,1.84,o,ma
driskell_1992,18,1.38,o,ma
driskell_1992,18,3.9,o,ma
driskell_1992,18,2.53,o,ma
driskell_1992,18,0.91,o,ma
driskell_1992,18,2.8,o,ma
driskell_1992,18,1.88,o,ma
driskell_1992,60,0.99,o,ma
driskell_1992,40,0.49,o,ma
driskell_1992,40,0.88,o,ma
driskell_1992,40,0.4,o,ma
driskell_1992,40,0.72,o,ma
driskell_1992,40,1.14,o,ma
driskell_1992,40,0.42,o,ma
driskell_1992,40,0.72,o,ma
driskell_1992,40,1.31,o,ma
driskell_1992,40,0.58,o,ma
driskell_1992,40,0.81,o,ma
driskell_1992,40,1.06,o,ma
driskell_1992,40,0.26,o,ma
driskell_1992,40,0.67,o,ma
driskell_1992,40,1.01,o,ma
driskell_1992,40,0.34,o,ma
driskell_1992,40,0.54,o,ma
driskell_1992,40,0.87,o,ma
driskell_1992,40,0.32,o,ma
driskell_1992,64,0.47,o,ma
driskell_1992,64,0.77,o,ma
driskell_1992,64,0.3,o,ma
driskell_1992,64,0.41,o,ma
driskell_1992,64,0.7,o,ma
driskell_1992,64,0.29,o,ma
driskell_1992,64,0.28,o,ma
driskell_1992,64,0.7,o,ma
driskell_1992,64,0.42,o,ma
driskell_1992,64,0.25,o,ma
driskell_1992,64,0.7,o,ma
driskell_1992,64,0.45,o,ma
driskell_1992,64,0.22,o,ma
driskell_1992,64,0.62,o,ma
driskell_1992,64,0.4,o,ma
driskell_1992,64,0.13,o,ma
driskell_1992,64,0.48,o,ma
driskell_1992,64,0.36,o,ma
driskell_1992,28,0.5,o,ma
driskell_1992,20,1.05,o,ma
driskell_1992,20,0.82,o,ma
driskell_1992,20,1.4,o,ma
driskell_1992,20,-0.23,o,ma
driskell_1992,20,0.36,o,ma
driskell_1992,20,0.59,o,ma
driskell_1992,20,1.3,o,ma
driskell_1992,20,1.5,o,ma
driskell_1992,20,2.04,o,ma
driskell_1992,20,0.2,o,ma
driskell_1992,20,0.74,o,ma
driskell_1992,20,0.54,o,ma
driskell_1992,20,-0.47,o,ma
driskell_1992,20,0.28,o,ma
driskell_1992,20,-0.21,o,ma
driskell_1992,20,-0.79,o,ma
driskell_1992,20,0,o,ma
driskell_1992,20,-0.79,o,ma
driskell_1992,64,0.11,o,ma
driskell_1992,64,0.57,o,ma
driskell_1992,64,0.46,o,ma
driskell_1992,66,0.29,o,ma
driskell_1992,66,0.26,o,ma
driskell_1992,64,0.56,o,ma
driskell_1992,24,0.76,o,ma
ernst_kossek_1998,163,-0.38705047652302255,o,ma
ernst_kossek_1998,204,-0.5608290087036863,o,ma
ernst_kossek_1998,354,-0.82163362512238,o,ma
ernst_kossek_1998,215,-0.8990385001692824,o,ma
ernst_kossek_1998,430,-0.38705047652302255,o,ma
ernst_kossek_1998,411,0.6060437322090948,o,ma
ernst_kossek_1998,321,-0.5608290087036863,o,ma
ernst_kossek_1998,828,-0.8728715609439696,o,ma
ernst_kossek_1998,180,-0.3450221204771904,o,ma
ernst_kossek_1998,266,-0.8470758203687988,o,ma
ernst_kossek_1998,138,-0.4944513860581975,o,ma
ernst_kossek_1998,440,-1.0649549865357935,o,ma
ernst_kossek_1998,711,-0.652125970874945,o,ma
ernst_kossek_1998,327,-0.10012523486435178,o,ma
ernst_kossek_1998,229,-0.6991666649389917,o,ma
ernst_kossek_1998,181,-0.7230769971004929,o,ma
ernst_kossek_1998,1062,-0.19086322235060282,o,ma
ernst_kossek_1998,51,-0.7717436331412897,o,ma
ernst_kossek_1998,90,-0.20100756305184242,o,ma
ernst_kossek_1998,174,-0.26222524504216305,o,ma
ernst_kossek_1998,185,-0.1605144707810256,o,ma
ernst_kossek_1998,182,-0.6991666649389917,o,ma
ernst_kossek_1998,162,-0.3764989284732673,o,ma
ernst_kossek_1998,186,-0.5054031314978186,o,ma
ernst_kossek_1998,120,-0.010000125002343799,o,ma
ernst_kossek_1998,119,-0.8728715609439696,o,ma
ernst_kossek_1998,119,-0.04000800240080028,o,ma
ernst_kossek_1998,823,-0.38705047652302255,o,ma
ernst_kossek_1998,613,-0.3659776557130101,o,ma
ernst_kossek_1998,398,-1.0361306468792117,o,ma
ernst_kossek_1998,234,-0.2111672859123818,o,ma
ernst_kossek_1998,191,-0.30343304245450414,o,ma
foels_2000,648,-0.6090405868942852,o,ma
foels_2000,648,-0.08002133504006506,o,ma
foels_2000,44,0.5052246336163366,o,ma
foels_2000,48,0.1601707212883228,o,ma
foels_2000,48,0.36194715171053804,o,ma
foels_2000,59,1.1563032074869084,o,ma
foels_2000,317,0.0800213350400651,o,ma
foels_2000,317,0.3011262663032254,o,ma
foels_2000,941,-0.28091556345842145,o,ma
foels_2000,848,0.6299781579078886,o,ma
foels_2000,907,0.9086707974281946,o,ma
foels_2000,143,0.46406640742614386,o,ma
foels_2000,143,0.46406640742614386,o,ma
foels_2000,143,0.5258785008622056,o,ma
foels_2000,143,0.5881639204469069,o,ma
foels_2000,143,0.5465849563963942,o,ma
foels_2000,143,0.5465849563963942,o,ma
foels_2000,143,0.5465849563963942,o,ma
foels_2000,143,0.6090405868942851,o,ma
foels_2000,143,0.3416400347239818,o,ma
foels_2000,143,0.18024309843398215,o,ma
foels_2000,143,0.9749919249346592,o,ma
foels_2000,143,0.8215046516056312,o,ma
foels_2000,48,0.14011436134826832,o,ma
foels_2000,48,-0.14011436134826818,o,ma
foels_2000,48,-0.5881639204469069,o,ma
foels_2000,48,-1.3209836042516676,o,ma
foels_2000,48,1.4179409999103325,o,ma
foels_2000,48,1.4672607398648583,o,ma
foels_2000,48,0.24057641486221817,o,ma
foels_2000,48,0.24057641486221817,o,ma
foels_2000,48,-1.06479561613362,o,ma
foels_2000,48,-1.06479561613362,o,ma
foels_2000,48,-1.4672607398648583,o,ma
foels_2000,48,-1.2496611306633494,o,ma
foels_2000,207,0.2809155634584214,o,ma
foels_2000,194,0.42309381398655604,o,ma
foels_2000,204,0.5052246336163366,o,ma
foels_2000,201,0.24057641486221817,o,ma
foels_2000,64,-0.7570002840259697,o,ma
foels_2000,141,0.26073295240406047,o,ma
foels_2000,98,0.20033350003968808,o,ma
foels_2000,129,0.3011262663032254,o,ma
foels_2000,120,0.5052246336163366,o,ma
foels_2000,158,0.24057641486221817,o,ma
foels_2000,144,-0.06000900040500866,o,ma
foels_2000,135,0.2809155634584214,o,ma
foels_2000,115,0.1601707212883228,o,ma
foels_2000,101,-0.06000900040500866,o,ma
foels_2000,92,0.24057641486221817,o,ma
foels_2000,146,0.2809155634584214,o,ma
foels_2000,135,0.5052246336163366,o,ma
foels_2000,60,0.20033350003968808,o,ma
foels_2000,40,0.7356530884893091,o,ma
foels_2000,30,-1.5931716175839203,o,ma
foels_2000,30,0.9086707974281946,o,ma
foels_2000,30,-2.3196577813272157,o,ma
foels_2000,30,0.5258785008622056,o,ma
foels_2000,30,-1.4672607398648583,o,ma
foels_2000,30,1.0196898257709628,o,ma
foels_2000,30,-0.8867484288249647,o,ma
foels_2000,30,0,o,ma
foels_2000,192,0.5673460708817115,o,ma
foels_2000,160,0.26073295240406047,o,ma
foels_2000,160,0.3011262663032254,o,ma
foels_2000,160,0.26073295240406047,o,ma
foels_2000,160,0.24057641486221817,o,ma
foels_2000,160,0.24057641486221817,o,ma
foels_2000,160,0.14011436134826832,o,ma
foels_2000,160,0.2809155634584214,o,ma
foels_2000,678,0.46406640742614386,o,ma
foels_2000,678,0.8867484288249647,o,ma
gonzalez-mule_2014,467,0.4944513860581975,o,ma
gonzalez-mule_2014,245,0.28278500713637195,o,ma
gonzalez-mule_2014,203,0.4944513860581975,o,ma
gonzalez-mule_2014,370,0.24174688920761409,o,ma
gonzalez-mule_2014,148,0.3241763593892431,o,ma
gonzalez-mule_2014,202,-0.08006407690254357,o,ma
gonzalez-mule_2014,325,0.3450221204771904,o,ma
gonzalez-mule_2014,160,0.08006407690254357,o,ma
gonzalez-mule_2014,175,0.7717436331412897,o,ma
gonzalez-mule_2014,81,1.0649549865357935,o,ma
gonzalez-mule_2014,43,-0.02000100007500625,o,ma
gonzalez-mule_2014,512,0.1807334587819829,o,ma
gonzalez-mule_2014,152,0.6991666649389917,o,ma
gonzalez-mule_2014,106,-0.04000800240080028,o,ma
gonzalez-mule_2014,117,0.7717436331412897,o,ma
gonzalez-mule_2014,215,0.28278500713637195,o,ma
gonzalez-mule_2014,73,-0.04000800240080028,o,ma
gonzalez-mule_2014,90,0.26222524504216305,o,ma
gonzalez-mule_2014,68,0.9255952497146459,o,ma
gonzalez-mule_2014,45,-0.10012523486435178,o,ma
gonzalez-mule_2014,101,0.10012523486435178,o,ma
gonzalez-mule_2014,295,0.38705047652302255,o,ma
gonzalez-mule_2014,103,0.30343304245450414,o,ma
gonzalez-mule_2014,121,0.6991666649389917,o,ma
gonzalez-mule_2014,212,0.20100756305184242,o,ma
gonzalez-mule_2014,1777,0.24174688920761409,o,ma
gonzalez-mule_2014,577,0.24174688920761409,o,ma
gonzalez-mule_2014,421,0.30343304245450414,o,ma
gonzalez-mule_2014,133,0.04000800240080028,o,ma
gonzalez-mule_2014,1140,0.1403442656943099,o,ma
gonzalez-mule_2014,217,0.06002701823867952,o,ma
gonzalez-mule_2014,327,0.28278500713637195,o,ma
gonzalez-mule_2014,1315,0.1605144707810256,o,ma
gonzalez-mule_2014,457,-0.02000100007500625,o,ma
gonzalez-mule_2014,92,0.38705047652302255,o,ma
gonzalez-mule_2014,262,0.6060437322090948,o,ma
gonzalez-mule_2014,148,0.4295790167172091,o,ma
gonzalez-mule_2014,79,0.628970902033151,o,ma
gonzalez-mule_2014,147,0.04000800240080028,o,ma
gonzalez-mule_2014,65,0.24174688920761409,o,ma
gonzalez-mule_2014,132,0.652125970874945,o,ma
gonzalez-mule_2014,139,0.652125970874945,o,ma
gonzalez-mule_2014,508,-0.10012523486435178,o,ma
grijalva_2015,199,0.3366710575345685,o,ma
grijalva_2015,824,1.5804194999972034,o,ma
grijalva_2015,207,-0.20100756305184242,o,ma
grijalva_2015,262,0.28278500713637195,o,ma
grijalva_2015,116,0.5833333333333334,o,ma
grijalva_2015,323,0.82163362512238,o,ma
grijalva_2015,298,0.28278500713637195,o,ma
grijalva_2015,111,0.5630704642437819,o,ma
grijalva_2015,433,0.04000800240080028,o,ma
grijalva_2015,131,0.472672040177118,o,ma
grijalva_2015,351,-0.04000800240080028,o,ma
grijalva_2015,224,0.82163362512238,o,ma
grijalva_2015,380,0.6060437322090948,o,ma
grijalva_2015,215,0.5608290087036863,o,ma
grijalva_2015,216,2.075005503735246,o,ma
grijalva_2015,134,0.12021658495512914,o,ma
harari_2016,193,1.1547005383792517,o,ma
harari_2016,358,0.9255952497146459,o,ma
harari_2016,252,0.8990385001692824,o,ma
harari_2016,168,0.628970902033151,o,ma
harari_2016,269,1.4239829868066851,o,ma
harari_2016,205,1.387461041260671,o,ma
harari_2016,200,2.136229569023249,o,ma
harari_2016,317,1.3518527388387496,o,ma
harari_2016,140,1.1858060399236896,o,ma
harari_2016,157,1.6224670321569188,o,ma
harari_2016,170,0.3450221204771904,o,ma
harari_2016,143,0.9799578870122228,o,ma
harari_2016,460,1.4239829868066851,o,ma
harari_2016,497,1.4614754242572572,o,ma
harari_2016,952,0.9525614565086916,o,ma
harari_2016,322,1.1242110596527732,o,ma
harari_2016,263,1.8050514815442862,o,ma
harari_2016,162,0.9799578870122228,o,ma
harari_2016,171,2.2677868380553634,o,ma
harari_2016,83,1.0943058062101276,o,ma
harari_2016,383,0.9255952497146459,o,ma
harari_2016,152,1.1547005383792517,o,ma
harari_2016,299,0.6060437322090948,o,ma
harari_2016,261,1.1858060399236896,o,ma
harari_2016,206,0.9255952497146459,o,ma
harari_2016,367,0.6991666649389917,o,ma
harari_2016,339,1.387461041260671,o,ma
harari_2016,171,0.82163362512238,o,ma
harari_2017,183,0.49,o,ma
harari_2017,141,0.13,o,ma
harari_2017,123,0,o,ma
harari_2017,123,0.07,o,ma
harari_2017,125,0.73,o,ma
harari_2017,630,-0.03,o,ma
harari_2017,170,-0.29,o,ma
harari_2017,76,0.61,o,ma
harari_2017,87,-0.02,o,ma
harari_2017,173,0,o,ma
harari_2017,63,0,o,ma
harari_2017,123,0.12,o,ma
harari_2017,62,-0.06,o,ma
harari_2017,175,-0.18,o,ma
harari_2017,57,0.15,o,ma
harari_2017,63,0.24,o,ma
harari_2017,64,0.11,o,ma
harari_2017,298,-0.02,o,ma
harari_2017,316,0.1,o,ma
harari_2017,116,1.26,o,ma
harari_2017,18,0.44,o,ma
harari_2017,42,-0.37,o,ma
harari_2017,43,-0.38,o,ma
harari_2017,78,-0.18,o,ma
harari_2017,75,-0.12,o,ma
harari_2017,94,0.36,o,ma
harari_2017,94,0.36,o,ma
harari_2017,38,-0.35,o,ma
harari_2017,38,0.48,o,ma
harari_2017,33,1.06,o,ma
harari_2017,33,0.02,o,ma
harari_2017,89,0.19,o,ma
harari_2017,27,0.8,o,ma
harari_2017,26,-1.22,o,ma
harari_2017,246,0.02,o,ma
harms_2016,792,-2.2003938237651943,o,ma
harms_2016,111,-0.5833333333333334,o,ma
harms_2016,54,-0.5163977794943222,o,ma
harms_2016,3117,-0.4082482904638631,o,ma
harms_2016,176,0.4082482904638631,o,ma
harms_2016,262,0.1605144707810256,o,ma
harms_2016,32,-0.5833333333333334,o,ma
harms_2016,37,-1.1547005383792517,o,ma
harms_2016,180,-0.4510508024576013,o,ma
harms_2016,174,-0.4510508024576013,o,ma
harms_2016,637,-0.6755205294731985,o,ma
harms_2016,210,-0.4295790167172091,o,ma
harms_2016,89,-1.2500034765630976,o,ma
harms_2016,45,-0.5608290087036863,o,ma
harms_2016,264,-0.5385204638677067,o,ma
harms_2016,243,-0.3241763593892431,o,ma
harms_2016,340,-0.472672040177118,o,ma
harms_2016,463,-0.3241763593892431,o,ma
harms_2016,458,-0.8728715609439696,o,ma
harms_2016,200,-0.4944513860581975,o,ma
harms_2016,172,-0.4510508024576013,o,ma
harms_2016,323,-0.2213432019235216,o,ma
harms_2016,478,-0.4082482904638631,o,ma
harms_2016,300,-0.24174688920761409,o,ma
harms_2016,250,-0.30343304245450414,o,ma
harms_2016,745,-0.3659776557130101,o,ma
harms_2016,206,-0.5833333333333334,o,ma
harms_2016,463,-0.5385204638677067,o,ma
harms_2016,116,-0.12021658495512914,o,ma
harms_2016,101,-0.26222524504216305,o,ma
harms_2016,1311,-0.5163977794943222,o,ma
harms_2016,41,-0.796528209922106,o,ma
harms_2016,388,-0.5608290087036863,o,ma
harms_2016,327,-0.8470758203687988,o,ma
harms_2016,204,-0.1807334587819829,o,ma
harms_2016,158,-0.4082482904638631,o,ma
jackson_1985,316,-0.3450221204771904,o,ma
jackson_1985,265,-0.7717436331412897,o,ma
jackson_1985,629,-0.5163977794943222,o,ma
jackson_1985,26,-2.01646779478691,o,ma
jackson_1985,37,-1.2831708326087454,o,ma
jackson_1985,203,-0.5163977794943222,o,ma
jackson_1985,205,-0.9255952497146459,o,ma
jackson_1985,112,-0.628970902033151,o,ma
jackson_1985,200,-0.7717436331412897,o,ma
jackson_1985,307,-0.9799578870122228,o,ma
jackson_1985,86,-1.1858060399236896,o,ma
jackson_1985,48,-0.1605144707810256,o,ma
jackson_1985,127,-0.06002701823867952,o,ma
jackson_1985,87,-1.1858060399236896,o,ma
jackson_1985,66,-0.8728715609439696,o,ma
jackson_1985,90,-0.6755205294731985,o,ma
jackson_1985,53,-0.6755205294731985,o,ma
jackson_1985,90,-1.0943058062101276,o,ma
jackson_1985,179,-0.9525614565086916,o,ma
jackson_1985,130,-1.3171055481963494,o,ma
jackson_1985,156,-0.9799578870122228,o,ma
jackson_1985,1496,-0.26222524504216305,o,ma
jackson_1985,202,-1.0649549865357935,o,ma
jackson_1985,16,-2.5770386026529977,o,ma
jackson_1985,161,-0.796528209922106,o,ma
jackson_1985,105,-0.82163362512238,o,ma
jackson_1985,94,-0.28278500713637195,o,ma
jackson_1985,293,-1.3518527388387496,o,ma
jackson_1985,287,-1.0078065197205377,o,ma
jackson_1985,138,-0.8470758203687988,o,ma
jackson_1985,90,-0.7230769971004929,o,ma
jackson_1985,271,-0.8470758203687988,o,ma
jackson_1985,54,-0.8990385001692824,o,ma
jackson_1985,104,-0.6755205294731985,o,ma
jackson_1985,88,-1.0361306468792117,o,ma
jackson_1985,83,-1.217561555056202,o,ma
jackson_1985,127,-0.3450221204771904,o,ma
jackson_1985,96,-0.7230769971004929,o,ma
jackson_1985,488,0.10012523486435178,o,ma
jackson_1985,68,-0.1605144707810256,o,ma
jackson_1985,284,-1.5396237050168617,o,ma
jackson_1985,107,-0.5608290087036863,o,ma
jackson_1985,486,-0.38705047652302255,o,ma
jackson_1985,232,-0.7230769971004929,o,ma
jackson_1985,96,-1.2500034765630976,o,ma
jiang_2012,495,-1.4614754242572572,o,ma
jiang_2012,623,-0.5833333333333334,o,ma
jiang_2012,262,-1.5804194999972034,o,ma
jiang_2012,306,-1.0649549865357935,o,ma
jiang_2012,224,-0.5163977794943222,o,ma
jiang_2012,353,-0.6060437322090948,o,ma
jiang_2012,172,-1.0943058062101276,o,ma
jiang_2012,122,-1.9065793599765333,o,ma
jiang_2012,573,-0.3659776557130101,o,ma
jiang_2012,159,-0.7230769971004929,o,ma
jiang_2012,205,-1.5804194999972034,o,ma
jiang_2012,953,-0.4944513860581975,o,ma
jiang_2012,526,-0.6755205294731985,o,ma
jiang_2012,167,-0.472672040177118,o,ma
jiang_2012,422,-1.217561555056202,o,ma
jiang_2012,164,-1.4999999999999998,o,ma
jiang_2012,164,-1.1547005383792517,o,ma
jiang_2012,177,-1.387461041260671,o,ma
jiang_2012,208,-0.9799578870122228,o,ma
jiang_2012,323,-1.1858060399236896,o,ma
jiang_2012,474,-0.7472647177570733,o,ma
jiang_2012,546,-0.4944513860581975,o,ma
jiang_2012,304,-1.387461041260671,o,ma
jiang_2012,282,-1.387461041260671,o,ma
jiang_2012,661,-1.0078065197205377,o,ma
jiang_2012,422,-2.6666666666666674,o,ma
jin_2012,98,0.8625097301437746,o,ma
jin_2012,1718,0.8599284157645587,o,ma
jin_2012,57,3.0962810792528392,o,ma
jin_2012,54,6.084869844593309,o,ma
jin_2012,57,1.1547005383792517,o,ma
jin_2012,54,1.217561555056202,o,ma
jin_2012,32,1.1639660040438964,o,ma
jin_2012,55,2.22025856554921,o,ma
jin_2012,180,1.0943058062101276,o,ma
jin_2012,38,1.2500034765630976,o,ma
jin_2012,244,0.8911483544562931,o,ma
jin_2012,1868,1.7336552897784707,o,ma
jin_2012,1843,1.9769686024238573,o,ma
jin_2012,1777,2.2677868380553634,o,ma
jin_2012,1719,2.22025856554921,o,ma
jin_2012,1670,2.375664701466312,o,ma
jin_2012,1566,2.5175970395077854,o,ma
jin_2012,1526,2.6666666666666674,o,ma
jin_2012,680,0.9716925011119306,o,ma
jin_2012,9208,1.0078065197205377,o,ma
jin_2012,106,1.182666818107214,o,ma
jin_2012,1010,1.0389901504406183,o,ma
jin_2012,1010,1.1921040132845069,o,ma
jin_2012,1010,1.373111116788902,o,ma
jin_2012,467,1.0078065197205377,o,ma
jin_2012,295,1.1547005383792517,o,ma
jin_2012,262,1.2272203362251923,o,ma
jin_2012,249,1.2500034765630976,o,ma
joseph_2015,158,-0.5163977794943222,o,ma
joseph_2015,307,0.02000100007500625,o,ma
joseph_2015,20,0.3241763593892431,o,ma
joseph_2015,71,-0.26222524504216305,o,ma
joseph_2015,51,0.3450221204771904,o,ma
joseph_2015,20,0.12021658495512914,o,ma
joseph_2015,21,-0.1403442656943099,o,ma
joseph_2015,80,0.30343304245450414,o,ma
joseph_2015,76,-0.38705047652302255,o,ma
joseph_2015,100,-0.02000100007500625,o,ma
joseph_2015,51,0.08006407690254357,o,ma
joseph_2015,212,-0.30343304245450414,o,ma
joseph_2015,90,-0.12021658495512914,o,ma
